crop,target,task_type,count,with_images,gap_level
花椰菜,菌核病,chemical_control,2,1,severe_gap
花椰菜,菌核病,occurrence_condition,1,1,severe_gap
花椰菜,菌核病,symptom_diagnosis,1,1,severe_gap
花椰菜,菜蝽,control_timing,1,1,severe_gap
花椰菜,菜蝽,symptom_diagnosis,1,1,severe_gap
花椰菜,菜青虫,agronomic_control,1,1,severe_gap
花椰菜,菜青虫,biological_control,1,1,severe_gap
花椰菜,菜青虫,chemical_control,10,3,covered
花椰菜,菜青虫,general_qa,1,0,severe_gap
花椰菜,菜青虫,safety_correction,3,0,thin
花椰菜,菜青虫,symptom_diagnosis,5,3,thin
花椰菜,蓟马,chemical_control,1,0,severe_gap
花椰菜,蓟马,occurrence_condition,1,1,severe_gap
花椰菜,蓟马,symptom_diagnosis,2,1,severe_gap
花椰菜,蚜,agronomic_control,1,1,severe_gap
花椰菜,蚜,biological_control,2,2,severe_gap
花椰菜,蚜,chemical_control,2,2,severe_gap
花椰菜,蚜,control_timing,1,1,severe_gap
花椰菜,蚜,symptom_diagnosis,2,2,severe_gap
花椰菜,蚜虫,biological_control,1,0,severe_gap
花椰菜,蚜虫,chemical_control,6,0,thin
花椰菜,蚜虫,general_qa,1,0,severe_gap
花椰菜,蚜虫,safety_correction,4,0,thin
花椰菜,蚜虫,symptom_diagnosis,2,0,severe_gap
花椰菜,蛴螬,general_qa,1,0,severe_gap
花椰菜,褐斑病,biological_control,2,2,severe_gap
花椰菜,褐斑病,chemical_control,12,12,covered
花椰菜,褐斑病,safety_correction,2,2,severe_gap
花椰菜,褐斑病,symptom_diagnosis,13,13,covered
花椰菜,褐腐病,chemical_control,2,2,severe_gap
花椰菜,褐腐病,safety_correction,2,2,severe_gap
花椰菜,软腐病,agronomic_control,3,2,thin
花椰菜,软腐病,biological_control,1,0,severe_gap
花椰菜,软腐病,chemical_control,11,9,covered
花椰菜,软腐病,occurrence_condition,2,2,severe_gap
花椰菜,软腐病,symptom_diagnosis,4,3,thin
花椰菜,金龟子,biological_control,1,0,severe_gap
花椰菜,金龟子,chemical_control,1,0,severe_gap
花椰菜,金龟子,safety_correction,1,0,severe_gap
花椰菜,锈病,agronomic_control,1,0,severe_gap
花椰菜,锈病,biological_control,2,0,severe_gap
花椰菜,锈病,chemical_control,2,0,severe_gap
花椰菜,锈病,safety_correction,1,0,severe_gap
花椰菜,霜冻,general_qa,1,1,severe_gap
花椰菜,霜霉病,agronomic_control,1,0,severe_gap
花椰菜,霜霉病,biological_control,2,1,severe_gap
花椰菜,霜霉病,chemical_control,11,3,covered
花椰菜,霜霉病,general_qa,1,0,severe_gap
花椰菜,霜霉病,safety_correction,1,0,severe_gap
花椰菜,霜霉病,symptom_diagnosis,6,4,thin
花椰菜,青虫,chemical_control,2,0,severe_gap
花椰菜,青虫,safety_correction,2,0,severe_gap
花椰菜,鸡粪虫,chemical_control,1,0,severe_gap
花椰菜,黄曲条跳甲,agronomic_control,3,3,thin
花椰菜,黄曲条跳甲,chemical_control,6,4,thin
花椰菜,黄曲条跳甲,control_timing,3,3,thin
花椰菜,黄曲条跳甲,safety_correction,4,2,thin
花椰菜,黄曲条跳甲,symptom_diagnosis,4,4,thin
花椰菜,黑斑病,agronomic_control,4,2,thin
花椰菜,黑斑病,chemical_control,13,4,covered
花椰菜,黑斑病,general_qa,1,0,severe_gap
花椰菜,黑斑病,occurrence_condition,8,4,covered
花椰菜,黑斑病,safety_correction,3,1,thin
花椰菜,黑斑病,symptom_diagnosis,5,4,thin
花椰菜,黑根病,agronomic_control,1,0,severe_gap
花椰菜,黑点病,biological_control,1,0,severe_gap
花椰菜,黑点病,chemical_control,1,0,severe_gap
花椰菜,黑胫病,chemical_control,2,0,severe_gap
花椰菜,黑胫病,safety_correction,1,0,severe_gap
花椰菜,黑腐病,agronomic_control,5,2,thin
花椰菜,黑腐病,biological_control,4,2,thin
花椰菜,黑腐病,chemical_control,16,7,covered
花椰菜,黑腐病,general_qa,1,0,severe_gap
花椰菜,黑腐病,occurrence_condition,1,0,severe_gap
花椰菜,黑腐病,safety_correction,2,1,severe_gap
花椰菜,黑腐病,symptom_diagnosis,8,5,covered
苤蓝,缺硼症,chemical_control,1,0,severe_gap
苤蓝,缺硼症,symptom_diagnosis,1,0,severe_gap
萝卜,disease,agronomic_control,1,0,severe_gap
萝卜,disease,biological_control,2,1,severe_gap
萝卜,disease,chemical_control,9,7,covered
萝卜,disease,general_qa,1,1,severe_gap
萝卜,disease,occurrence_condition,1,1,severe_gap
萝卜,disease,safety_correction,4,3,thin
萝卜,disease,symptom_diagnosis,9,8,covered
萝卜,other,agronomic_control,1,0,severe_gap
萝卜,other,chemical_control,13,5,covered
萝卜,other,control_timing,1,1,severe_gap
萝卜,other,general_qa,19,11,covered
萝卜,other,occurrence_condition,3,3,thin
萝卜,other,safety_correction,9,6,covered
萝卜,other,symptom_diagnosis,8,4,covered
萝卜,pest,chemical_control,5,1,thin
萝卜,pest,occurrence_condition,1,1,severe_gap
萝卜,pest,safety_correction,3,1,thin
萝卜,pesticide_use,chemical_control,11,2,covered
萝卜,pesticide_use,control_timing,1,0,severe_gap
萝卜,pesticide_use,occurrence_condition,1,1,severe_gap
萝卜,pesticide_use,safety_correction,7,1,thin
萝卜,pesticide_use,symptom_diagnosis,2,1,severe_gap
萝卜,weak_agronomy,agronomic_control,75,36,covered
萝卜,weak_agronomy,biological_control,8,5,covered
萝卜,weak_agronomy,chemical_control,64,30,covered
萝卜,weak_agronomy,control_timing,57,30,covered
萝卜,weak_agronomy,general_qa,129,67,covered
萝卜,weak_agronomy,occurrence_condition,36,23,covered
萝卜,weak_agronomy,safety_correction,70,37,covered
萝卜,weak_agronomy,symptom_diagnosis,26,23,covered
萝卜,weed,agronomic_control,1,1,severe_gap
萝卜,weed,chemical_control,5,2,thin
萝卜,weed,control_timing,1,1,severe_gap
萝卜,weed,occurrence_condition,1,1,severe_gap
萝卜,weed,safety_correction,1,1,severe_gap
萝卜,人纹污灯蛾,control_timing,1,1,severe_gap
萝卜,人纹污灯蛾,symptom_diagnosis,1,1,severe_gap
萝卜,叶斑病,agronomic_control,1,0,severe_gap
萝卜,叶斑病,chemical_control,1,0,severe_gap
萝卜,叶斑病,occurrence_condition,1,0,severe_gap
萝卜,叶斑病,symptom_diagnosis,1,0,severe_gap
萝卜,地下害虫,agronomic_control,3,1,thin
萝卜,地下害虫,chemical_control,18,4,covered
萝卜,地下害虫,general_qa,1,1,severe_gap
萝卜,地下害虫,occurrence_condition,4,2,thin
萝卜,地下害虫,safety_correction,6,1,thin
萝卜,地下害虫,symptom_diagnosis,2,0,severe_gap
萝卜,地下蛆,general_qa,1,0,severe_gap
萝卜,地种蝇,agronomic_control,2,1,severe_gap
萝卜,地种蝇,chemical_control,2,1,severe_gap
萝卜,地种蝇,occurrence_condition,1,1,severe_gap
萝卜,地种蝇,safety_correction,1,0,severe_gap
萝卜,地种蝇,symptom_diagnosis,1,1,severe_gap
萝卜,地老虎,agronomic_control,1,0,severe_gap
萝卜,地老虎,chemical_control,6,5,thin
萝卜,地老虎,occurrence_condition,3,2,thin
萝卜,地老虎,safety_correction,3,3,thin
萝卜,地老虎,symptom_diagnosis,1,0,severe_gap
萝卜,地老虎等地下害虫,chemical_control,1,1,severe_gap
萝卜,地蛆,agronomic_control,2,0,severe_gap
萝卜,地蛆,chemical_control,6,1,thin
萝卜,地蛆,control_timing,2,1,severe_gap
萝卜,地蛆,occurrence_condition,2,1,severe_gap
萝卜,地蛆,safety_correction,2,0,severe_gap
萝卜,地蛆,symptom_diagnosis,1,0,severe_gap
萝卜,大猿叶甲,chemical_control,1,0,severe_gap
萝卜,大猿叶甲,control_timing,1,0,severe_gap
萝卜,大猿叶甲,symptom_diagnosis,2,1,severe_gap
萝卜,小地老虎,agronomic_control,4,2,thin
萝卜,小地老虎,biological_control,1,0,severe_gap
萝卜,小地老虎,chemical_control,4,2,thin
萝卜,小地老虎,occurrence_condition,1,1,severe_gap
萝卜,小地老虎,safety_correction,1,0,severe_gap
萝卜,小地老虎,symptom_diagnosis,2,1,severe_gap
萝卜,小菜蛾,agronomic_control,3,1,thin
萝卜,小菜蛾,biological_control,2,1,severe_gap
萝卜,小菜蛾,chemical_control,4,1,thin
萝卜,小菜蛾,safety_correction,6,3,thin
萝卜,小菜蛾,symptom_diagnosis,1,1,severe_gap
萝卜,斑须蝽,chemical_control,1,1,severe_gap
萝卜,斑须蝽,control_timing,1,1,severe_gap
萝卜,斑须蝽,symptom_diagnosis,2,2,severe_gap
萝卜,斜纹夜蛾,agronomic_control,1,1,severe_gap
萝卜,斜纹夜蛾,chemical_control,2,1,severe_gap
萝卜,斜纹夜蛾,control_timing,1,1,severe_gap
萝卜,斜纹夜蛾,safety_correction,1,1,severe_gap
萝卜,斜纹夜蛾,symptom_diagnosis,1,1,severe_gap
萝卜,杂草,chemical_control,4,0,thin
萝卜,杂草,safety_correction,1,0,severe_gap
萝卜,根结线虫,agronomic_control,1,0,severe_gap
萝卜,根结线虫,chemical_control,1,0,severe_gap
萝卜,根结线虫,occurrence_condition,2,0,severe_gap
萝卜,根结线虫,symptom_diagnosis,2,0,severe_gap
萝卜,根结线虫病,agronomic_control,1,1,severe_gap
萝卜,根结线虫病,chemical_control,1,1,severe_gap
萝卜,根结线虫病,occurrence_condition,1,1,severe_gap
萝卜,根结线虫病,safety_correction,1,1,severe_gap
萝卜,根结线虫病,symptom_diagnosis,1,1,severe_gap
萝卜,根肿病,agronomic_control,6,3,thin
萝卜,根肿病,biological_control,2,1,severe_gap
萝卜,根肿病,chemical_control,7,3,thin
萝卜,根肿病,occurrence_condition,1,1,severe_gap
萝卜,根肿病,safety_correction,1,0,severe_gap
萝卜,根肿病,symptom_diagnosis,2,2,severe_gap
萝卜,根腐病,agronomic_control,2,0,severe_gap
萝卜,根腐病,chemical_control,4,1,thin
萝卜,根腐病,occurrence_condition,1,0,severe_gap
萝卜,根腐病,safety_correction,2,1,severe_gap
萝卜,根腐病,symptom_diagnosis,1,1,severe_gap
萝卜,毒素病,chemical_control,1,0,severe_gap
萝卜,水花生,chemical_control,1,0,severe_gap
萝卜,水花生,safety_correction,1,0,severe_gap
萝卜,灰霉病,agronomic_control,1,1,severe_gap
萝卜,灰霉病,chemical_control,2,1,severe_gap
萝卜,灰霉病,occurrence_condition,1,0,severe_gap
萝卜,灰霉病,symptom_diagnosis,1,0,severe_gap
萝卜,炭疽病,agronomic_control,1,0,severe_gap
萝卜,炭疽病,biological_control,1,0,severe_gap
萝卜,炭疽病,chemical_control,3,0,thin
萝卜,炭疽病,occurrence_condition,1,1,severe_gap
萝卜,炭疽病,safety_correction,1,1,severe_gap
萝卜,炭疽病,symptom_diagnosis,1,1,severe_gap
萝卜,烂根,chemical_control,1,0,severe_gap
萝卜,烂根,control_timing,1,0,severe_gap
萝卜,烂根,occurrence_condition,1,0,severe_gap
萝卜,猝倒病,agronomic_control,2,0,severe_gap
萝卜,猝倒病,chemical_control,2,0,severe_gap
萝卜,猝倒病,general_qa,1,1,severe_gap
萝卜,猝倒病,occurrence_condition,1,0,severe_gap
萝卜,猝倒病,safety_correction,2,1,severe_gap
萝卜,猝倒病,symptom_diagnosis,1,0,severe_gap
萝卜,猿叶甲,chemical_control,1,0,severe_gap
萝卜,甜菜夜蛾,chemical_control,1,0,severe_gap
萝卜,甜菜夜蛾,symptom_diagnosis,2,2,severe_gap
萝卜,生理性,agronomic_control,1,0,severe_gap
萝卜,生理性,biological_control,1,0,severe_gap
萝卜,生理性,chemical_control,1,0,severe_gap
萝卜,生理性,occurrence_condition,1,0,severe_gap
萝卜,畸形根,agronomic_control,1,0,severe_gap
萝卜,畸形根,chemical_control,1,0,severe_gap
萝卜,畸形根,occurrence_condition,1,0,severe_gap
萝卜,疑似钙锌硼缺乏症,chemical_control,1,0,severe_gap
萝卜,疑似钙锌硼缺乏症,symptom_diagnosis,1,0,severe_gap
萝卜,病毒病,agronomic_control,10,3,covered
萝卜,病毒病,biological_control,1,0,severe_gap
萝卜,病毒病,chemical_control,11,5,covered
萝卜,病毒病,control_timing,2,2,severe_gap
萝卜,病毒病,general_qa,5,2,thin
萝卜,病毒病,occurrence_condition,1,0,severe_gap
萝卜,病毒病,safety_correction,9,3,covered
萝卜,病毒病,symptom_diagnosis,5,0,thin
萝卜,白叶枯病,chemical_control,1,0,severe_gap
萝卜,白斑病,agronomic_control,3,1,thin
萝卜,白斑病,biological_control,1,0,severe_gap
萝卜,白斑病,chemical_control,4,1,thin
萝卜,白斑病,general_qa,1,0,severe_gap
萝卜,白斑病,occurrence_condition,1,1,severe_gap
萝卜,白斑病,safety_correction,1,1,severe_gap
萝卜,白斑病,symptom_diagnosis,1,1,severe_gap
萝卜,白粉病,chemical_control,1,0,severe_gap
萝卜,白粉病,general_qa,1,1,severe_gap
萝卜,白粉病,safety_correction,1,1,severe_gap
萝卜,白锈病,agronomic_control,3,2,thin
萝卜,白锈病,chemical_control,3,2,thin
萝卜,白锈病,occurrence_condition,2,2,severe_gap
萝卜,白锈病,symptom_diagnosis,2,2,severe_gap
萝卜,短额负蝗,biological_control,1,0,severe_gap
萝卜,短额负蝗,chemical_control,1,0,severe_gap
萝卜,短额负蝗,control_timing,1,1,severe_gap
萝卜,短额负蝗,symptom_diagnosis,1,1,severe_gap
萝卜,种蝇,agronomic_control,1,0,severe_gap
萝卜,种蝇,chemical_control,1,0,severe_gap
萝卜,种蝇,occurrence_condition,1,0,severe_gap
萝卜,种蝇,symptom_diagnosis,1,0,severe_gap
萝卜,种蝇幼虫,agronomic_control,1,0,severe_gap
萝卜,种蝇幼虫,chemical_control,1,0,severe_gap
萝卜,种蝇幼虫,safety_correction,1,0,severe_gap
萝卜,空心,agronomic_control,1,1,severe_gap
萝卜,空心,chemical_control,7,3,thin
萝卜,空心,occurrence_condition,2,1,severe_gap
萝卜,空心,safety_correction,3,0,thin
萝卜,空心,symptom_diagnosis,1,1,severe_gap
萝卜,立枯病,agronomic_control,1,0,severe_gap
萝卜,立枯病,chemical_control,2,0,severe_gap
萝卜,立枯病,occurrence_condition,1,0,severe_gap
萝卜,立枯病,symptom_diagnosis,2,0,severe_gap
萝卜,粉虱,agronomic_control,3,3,thin
萝卜,粉虱,biological_control,1,1,severe_gap
萝卜,粉虱,chemical_control,2,2,severe_gap
萝卜,粉虱,control_timing,1,1,severe_gap
萝卜,粉虱,safety_correction,1,1,severe_gap
萝卜,粉虱,symptom_diagnosis,3,3,thin
萝卜,粗皮,occurrence_condition,1,1,severe_gap
萝卜,粗皮,symptom_diagnosis,1,1,severe_gap
萝卜,糠心,agronomic_control,10,9,covered
萝卜,糠心,chemical_control,10,8,covered
萝卜,糠心,general_qa,1,0,severe_gap
萝卜,糠心,occurrence_condition,6,5,thin
萝卜,糠心,safety_correction,4,3,thin
萝卜,糠心,symptom_diagnosis,2,2,severe_gap
萝卜,糠心病,general_qa,1,0,severe_gap
萝卜,细菌性,agronomic_control,1,1,severe_gap
萝卜,细菌性,symptom_diagnosis,1,1,severe_gap
萝卜,缺锌症,chemical_control,1,0,severe_gap
萝卜,缺锌症,occurrence_condition,1,0,severe_gap
萝卜,缺锌症,symptom_diagnosis,1,0,severe_gap
萝卜,肉质根开裂,agronomic_control,1,1,severe_gap
萝卜,肉质根开裂,biological_control,1,1,severe_gap
萝卜,肉质根开裂,chemical_control,1,1,severe_gap
萝卜,肉质根开裂,occurrence_condition,1,1,severe_gap
萝卜,肉质根开裂,symptom_diagnosis,1,1,severe_gap
萝卜,肥料灼伤,chemical_control,1,0,severe_gap
萝卜,肥料灼伤,safety_correction,1,0,severe_gap
萝卜,芯腐病,general_qa,1,0,severe_gap
萝卜,花叶病,agronomic_control,2,0,severe_gap
萝卜,花叶病,chemical_control,2,0,severe_gap
萝卜,花叶病,safety_correction,2,0,severe_gap
萝卜,苗期,chemical_control,1,1,severe_gap
萝卜,菌核病,agronomic_control,2,2,severe_gap
萝卜,菌核病,chemical_control,1,1,severe_gap
萝卜,菌核病,occurrence_condition,1,1,severe_gap
萝卜,菌核病,symptom_diagnosis,1,1,severe_gap
萝卜,菜叶蜂,agronomic_control,2,2,severe_gap
萝卜,菜叶蜂,chemical_control,1,1,severe_gap
萝卜,菜叶蜂,safety_correction,1,1,severe_gap
萝卜,菜叶蜂,symptom_diagnosis,1,1,severe_gap
萝卜,菜蝽,chemical_control,1,1,severe_gap
萝卜,菜蝽,symptom_diagnosis,1,1,severe_gap
萝卜,菜螟,agronomic_control,2,1,severe_gap
萝卜,菜螟,biological_control,1,0,severe_gap
萝卜,菜螟,chemical_control,4,2,thin
萝卜,菜螟,control_timing,1,1,severe_gap
萝卜,菜螟,safety_correction,1,0,severe_gap
萝卜,菜螟,symptom_diagnosis,1,1,severe_gap
萝卜,菜青虫,agronomic_control,13,8,covered
萝卜,菜青虫,biological_control,3,2,thin
萝卜,菜青虫,chemical_control,16,9,covered
萝卜,菜青虫,control_timing,1,1,severe_gap
萝卜,菜青虫,safety_correction,11,6,covered
萝卜,菜青虫,symptom_diagnosis,2,2,severe_gap
萝卜,蚜,agronomic_control,1,1,severe_gap
萝卜,蚜,biological_control,2,2,severe_gap
萝卜,蚜,chemical_control,2,2,severe_gap
萝卜,蚜,control_timing,1,1,severe_gap
萝卜,蚜,safety_correction,1,1,severe_gap
萝卜,蚜,symptom_diagnosis,1,1,severe_gap
萝卜,蚜虫,agronomic_control,13,5,covered
萝卜,蚜虫,biological_control,1,0,severe_gap
萝卜,蚜虫,chemical_control,17,8,covered
萝卜,蚜虫,control_timing,4,3,thin
萝卜,蚜虫,general_qa,1,0,severe_gap
萝卜,蚜虫,occurrence_condition,2,1,severe_gap
萝卜,蚜虫,safety_correction,12,6,covered
萝卜,蚜虫,symptom_diagnosis,2,0,severe_gap
萝卜,蛴螬,agronomic_control,1,0,severe_gap
萝卜,蛴螬,chemical_control,3,2,thin
萝卜,蛴螬,occurrence_condition,2,1,severe_gap
萝卜,蛴螬,safety_correction,1,1,severe_gap
萝卜,蛴螬,symptom_diagnosis,1,0,severe_gap
萝卜,蜗牛,agronomic_control,1,1,severe_gap
萝卜,蜗牛,chemical_control,2,2,severe_gap
萝卜,蜗牛,symptom_diagnosis,2,2,severe_gap
萝卜,蝇,chemical_control,1,1,severe_gap
萝卜,蝇,symptom_diagnosis,1,1,severe_gap
萝卜,蝼蛄,agronomic_control,1,0,severe_gap
萝卜,蝼蛄,chemical_control,2,1,severe_gap
萝卜,蝼蛄,occurrence_condition,1,0,severe_gap
萝卜,蝼蛄,symptom_diagnosis,1,0,severe_gap
萝卜,裂口,general_qa,1,0,severe_gap
萝卜,褐心病,chemical_control,1,0,severe_gap
萝卜,褐心病,symptom_diagnosis,1,0,severe_gap
萝卜,褐腐病,chemical_control,1,1,severe_gap
萝卜,褐腐病,occurrence_condition,1,1,severe_gap
萝卜,褐腐病,symptom_diagnosis,1,1,severe_gap
萝卜,角斑病,agronomic_control,1,1,severe_gap
萝卜,角斑病,chemical_control,1,1,severe_gap
萝卜,角斑病,occurrence_condition,1,1,severe_gap
萝卜,豌豆彩潜蝇,symptom_diagnosis,1,1,severe_gap
萝卜,软腐病,agronomic_control,10,3,covered
萝卜,软腐病,biological_control,3,1,thin
萝卜,软腐病,chemical_control,14,5,covered
萝卜,软腐病,control_timing,1,1,severe_gap
萝卜,软腐病,general_qa,1,0,severe_gap
萝卜,软腐病,occurrence_condition,3,2,thin
萝卜,软腐病,safety_correction,4,2,thin
萝卜,软腐病,symptom_diagnosis,4,1,thin
萝卜,金针虫,agronomic_control,1,0,severe_gap
萝卜,金针虫,chemical_control,2,1,severe_gap
萝卜,金针虫,occurrence_condition,2,1,severe_gap
萝卜,金针虫,safety_correction,1,1,severe_gap
萝卜,金针虫,symptom_diagnosis,1,0,severe_gap
萝卜,霜霉病,agronomic_control,8,4,covered
萝卜,霜霉病,chemical_control,12,7,covered
萝卜,霜霉病,control_timing,1,1,severe_gap
萝卜,霜霉病,occurrence_condition,1,1,severe_gap
萝卜,霜霉病,safety_correction,8,5,covered
萝卜,霜霉病,symptom_diagnosis,5,1,thin
萝卜,食根类地下害虫,chemical_control,1,1,severe_gap
萝卜,食根类地下害虫,safety_correction,1,1,severe_gap
萝卜,香附子,chemical_control,1,0,severe_gap
萝卜,香附子,general_qa,1,0,severe_gap
萝卜,香附子,safety_correction,1,0,severe_gap
萝卜,黄叶病,agronomic_control,1,1,severe_gap
萝卜,黄叶病,chemical_control,1,1,severe_gap
萝卜,黄叶病,occurrence_condition,1,1,severe_gap
萝卜,黄叶病,safety_correction,1,1,severe_gap
萝卜,黄叶病,symptom_diagnosis,1,1,severe_gap
萝卜,黄曲条跳甲,agronomic_control,7,4,thin
萝卜,黄曲条跳甲,biological_control,2,0,severe_gap
萝卜,黄曲条跳甲,chemical_control,13,8,covered
萝卜,黄曲条跳甲,control_timing,3,3,thin
萝卜,黄曲条跳甲,safety_correction,4,3,thin
萝卜,黄曲条跳甲,symptom_diagnosis,5,5,thin
萝卜,黑心病,agronomic_control,4,1,thin
萝卜,黑心病,biological_control,3,1,thin
萝卜,黑心病,chemical_control,5,1,thin
萝卜,黑心病,occurrence_condition,4,4,thin
萝卜,黑心病,safety_correction,2,0,severe_gap
萝卜,黑心病,symptom_diagnosis,4,4,thin
萝卜,黑斑病,agronomic_control,8,4,covered
萝卜,黑斑病,biological_control,4,3,thin
萝卜,黑斑病,chemical_control,13,7,covered
萝卜,黑斑病,control_timing,2,2,severe_gap
萝卜,黑斑病,occurrence_condition,5,2,thin
萝卜,黑斑病,safety_correction,2,1,severe_gap
萝卜,黑斑病,symptom_diagnosis,7,6,thin
萝卜,黑根病,agronomic_control,2,2,severe_gap
萝卜,黑根病,chemical_control,1,1,severe_gap
萝卜,黑根病,occurrence_condition,1,1,severe_gap
萝卜,黑根病,symptom_diagnosis,1,1,severe_gap
萝卜,黑皮病,biological_control,1,1,severe_gap
萝卜,黑缝油菜叶甲,chemical_control,1,1,severe_gap
萝卜,黑缝油菜叶甲,control_timing,1,1,severe_gap
萝卜,黑缝油菜叶甲,symptom_diagnosis,1,1,severe_gap
萝卜,黑腐烂病,chemical_control,1,0,severe_gap
萝卜,黑腐病,agronomic_control,15,4,covered
萝卜,黑腐病,biological_control,7,1,thin
萝卜,黑腐病,chemical_control,24,11,covered
萝卜,黑腐病,control_timing,1,1,severe_gap
萝卜,黑腐病,general_qa,3,2,thin
萝卜,黑腐病,occurrence_condition,12,5,covered
萝卜,黑腐病,safety_correction,6,2,thin
萝卜,黑腐病,symptom_diagnosis,6,4,thin
青花菜,disease,biological_control,1,0,severe_gap
青花菜,disease,chemical_control,4,1,thin
青花菜,disease,safety_correction,4,1,thin
青花菜,disease,symptom_diagnosis,2,1,severe_gap
青花菜,other,chemical_control,5,2,thin
青花菜,other,general_qa,10,8,covered
青花菜,other,occurrence_condition,3,2,thin
青花菜,other,safety_correction,2,2,severe_gap
青花菜,pest,chemical_control,3,0,thin
青花菜,pest,symptom_diagnosis,1,0,severe_gap
青花菜,pesticide_use,chemical_control,5,3,thin
青花菜,pesticide_use,occurrence_condition,1,1,severe_gap
青花菜,pesticide_use,safety_correction,4,3,thin
青花菜,weak_agronomy,agronomic_control,27,2,covered
青花菜,weak_agronomy,biological_control,3,0,thin
青花菜,weak_agronomy,chemical_control,28,5,covered
青花菜,weak_agronomy,control_timing,27,16,covered
青花菜,weak_agronomy,general_qa,55,19,covered
青花菜,weak_agronomy,occurrence_condition,23,13,covered
青花菜,weak_agronomy,safety_correction,31,8,covered
青花菜,weak_agronomy,symptom_diagnosis,6,5,thin
青花菜,weed,chemical_control,5,0,thin
青花菜,weed,safety_correction,5,0,thin
青花菜,冻害,general_qa,1,1,severe_gap
青花菜,冻害,safety_correction,1,1,severe_gap
青花菜,叶霉病,agronomic_control,1,1,severe_gap
青花菜,叶霉病,chemical_control,1,1,severe_gap
青花菜,叶霉病,occurrence_condition,1,1,severe_gap
青花菜,叶霉病,safety_correction,1,1,severe_gap
青花菜,叶霉病,symptom_diagnosis,1,1,severe_gap
青花菜,地种蝇,agronomic_control,1,1,severe_gap
青花菜,地种蝇,chemical_control,1,1,severe_gap
青花菜,地种蝇,control_timing,1,1,severe_gap
青花菜,地种蝇,occurrence_condition,1,1,severe_gap
青花菜,地种蝇,symptom_diagnosis,1,1,severe_gap
青花菜,夜蛾,chemical_control,1,0,severe_gap
青花菜,夜蛾,symptom_diagnosis,1,0,severe_gap
青花菜,夜蛾类,biological_control,1,0,severe_gap
青花菜,夜蛾类,chemical_control,1,0,severe_gap
青花菜,夜蛾类,occurrence_condition,1,0,severe_gap
青花菜,夜蛾类,safety_correction,1,0,severe_gap
青花菜,夹叶花球,agronomic_control,1,1,severe_gap
青花菜,夹叶花球,occurrence_condition,2,2,severe_gap
青花菜,夹叶花球,symptom_diagnosis,1,1,severe_gap
青花菜,小地老虎,symptom_diagnosis,1,1,severe_gap
青花菜,小菜蛾,agronomic_control,1,0,severe_gap
青花菜,小菜蛾,biological_control,1,0,severe_gap
青花菜,小菜蛾,chemical_control,7,0,thin
青花菜,小菜蛾,occurrence_condition,1,0,severe_gap
青花菜,小菜蛾,safety_correction,1,0,severe_gap
青花菜,小菜蛾,symptom_diagnosis,3,1,thin
青花菜,散开球,general_qa,1,1,severe_gap
青花菜,散开球,occurrence_condition,1,1,severe_gap
青花菜,斑须蝽,general_qa,1,0,severe_gap
青花菜,斑须蝽,safety_correction,1,0,severe_gap
青花菜,斑须蝽,symptom_diagnosis,1,1,severe_gap
青花菜,斜纹夜蛾,agronomic_control,1,1,severe_gap
青花菜,斜纹夜蛾,biological_control,1,0,severe_gap
青花菜,斜纹夜蛾,chemical_control,3,1,thin
青花菜,斜纹夜蛾,control_timing,1,1,severe_gap
青花菜,斜纹夜蛾,occurrence_condition,1,0,severe_gap
青花菜,斜纹夜蛾,safety_correction,2,1,severe_gap
青花菜,斜纹夜蛾,symptom_diagnosis,1,1,severe_gap
青花菜,根巧病,chemical_control,1,0,severe_gap
青花菜,根结线虫,chemical_control,1,0,severe_gap
青花菜,根肿病,biological_control,1,0,severe_gap
青花菜,根肿病,chemical_control,1,0,severe_gap
青花菜,根部肿大,general_qa,1,0,severe_gap
青花菜,根部肿大,safety_correction,1,0,severe_gap
青花菜,桃蚜,biological_control,1,1,severe_gap
青花菜,桃蚜,chemical_control,1,1,severe_gap
青花菜,桃蚜,control_timing,1,1,severe_gap
青花菜,桃蚜,symptom_diagnosis,1,1,severe_gap
青花菜,横纹菜蝽,chemical_control,1,1,severe_gap
青花菜,横纹菜蝽,control_timing,1,1,severe_gap
青花菜,横纹菜蝽,general_qa,1,0,severe_gap
青花菜,横纹菜蝽,safety_correction,1,0,severe_gap
青花菜,横纹菜蝽,symptom_diagnosis,2,2,severe_gap
青花菜,潜叶蝇,chemical_control,2,0,severe_gap
青花菜,潜叶蝇,occurrence_condition,1,0,severe_gap
青花菜,潜叶蝇,safety_correction,1,0,severe_gap
青花菜,灰霉病,chemical_control,1,1,severe_gap
青花菜,灰霉病,general_qa,2,0,severe_gap
青花菜,灰霉病,occurrence_condition,1,0,severe_gap
青花菜,灰霉病,symptom_diagnosis,4,1,thin
青花菜,炭疽病,biological_control,1,0,severe_gap
青花菜,炭疽病,chemical_control,3,0,thin
青花菜,炭疽病,symptom_diagnosis,3,0,thin
青花菜,焦蕾,occurrence_condition,2,2,severe_gap
青花菜,焦蕾,symptom_diagnosis,1,1,severe_gap
青花菜,猝倒病,agronomic_control,2,2,severe_gap
青花菜,猝倒病,biological_control,1,0,severe_gap
青花菜,猝倒病,chemical_control,6,1,thin
青花菜,猝倒病,control_timing,1,0,severe_gap
青花菜,猝倒病,occurrence_condition,2,1,severe_gap
